,Dem_age,Dem_gender,Country,Scale_PSS10_UCLA_1,Scale_PSS10_UCLA_2,Scale_PSS10_UCLA_3,Scale_PSS10_UCLA_4,Scale_PSS10_UCLA_5,Scale_PSS10_UCLA_6,Scale_PSS10_UCLA_7,Scale_PSS10_UCLA_8,Scale_PSS10_UCLA_9,Scale_PSS10_UCLA_10,Scale_Lon_1,Scale_Lon_2,Scale_Lon_3,OECD_insititutions_1,OECD_insititutions_2,OECD_insititutions_3,OECD_insititutions_4,OECD_insititutions_5,OECD_insititutions_6,Corona_concerns_1,Corona_concerns_2,Corona_concerns_3,Corona_concerns_4,Corona_concerns_5,Compliance_1,Compliance_2,Compliance_3,Compliance_4,Compliance_5,Compliance_6,PSS10_avg,Lon_avg,SPS_avg
78087,22,Female,United States,4,5,5,3,3,4,3,2,4,4,4,4,4,4,6,5,9,9,3,5,5,5,6,5,5,4,5,4,2,5,3.9,4,4
78096,39,Female,United States,2,3,4,4,3,2,3,4,3,3,2,2,3,2,6,3,4,7,0,4,6,5,6,6,6,5,5,2,1,1,2.7,2.333333,5.4
78099,65,Female,United States,2,2,3,4,4,1,4,4,1,1,1,1,3,6,8,8,8,8,5,3,4,4,5,5,5,5,5,2,2,1,1.8,1.666667,5.5
78153,40,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78218,68,Female,United States,3,3,5,4,4,3,3,3,3,3,4,3,5,1,5,5,5,8,4,5,5,5,6,6,6,6,6,1,3,4,3,4,4.5
78232,38,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78334,41,Female,United States,2,3,4,4,3,3,4,3,3,2,1,3,4,2,5,7,0,8,5,2,4,4,6,6,5,5,6,2,3,5,2.7,2.666667,5.7
78336,29,Female,United States,3,3,5,3,3,2,5,2,4,2,2,4,5,1,1,6,5,7,1,6,6,6,6,6,6,6,6,2,2,2,3,3.666667,6
78484,37,Female,United States,1,3,1,4,4,4,4,4,1,2,2,1,3,9,9,8,8,8,7,2,3,2,5,5,5,5,5,2,4,5,2,2,4.3
78530,54,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78630,55,Female,United States,3,4,4,4,2,3,4,4,2,3,3,4,4,1,8,8,5,9,2,5,6,5,5,6,5,5,5,2,2,2,2.9,3.666667,5.1
78666,58,Female,United States,1,2,2,5,5,1,5,4,1,1,1,1,4,2,6,5,3,6,0,5,6,6,6,6,6,6,6,1,2,6,1.3,2,5.9
78693,57,Female,United States,3,2,3,5,5,3,5,5,3,2,2,2,2,5,9,7,8,8,9,6,6,6,6,6,6,6,6,3,6,1,2,2,6
78900,56,Female,United States,1,1,1,4,3,1,5,4,1,1,1,1,2,5,10,7,7,6,5,5,5,5,6,6,4,5,5,1,4,1,1.4,1.333333,NA
78967,61,Female,United States,3,2,2,4,2,2,4,1,1,1,3,1,2,NA,NA,NA,NA,7,NA,6,6,6,6,6,6,6,6,1,5,6,2.4,2,5.9
78988,18,Female,United States,3,3,3,5,5,3,3,4,1,1,1,2,2,6,5,6,7,6,5,2,5,5,6,6,5,6,6,1,6,1,2.1,1.666667,5.8
79055,18,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79145,67,Male,United States,1,2,2,4,3,2,3,3,2,1,1,2,3,4,6,4,6,6,3,5,6,5,4,4,4,5,4,2,3,1,2.1,2,4.1
79176,48,Male,United States,3,3,4,3,2,3,3,2,3,4,2,3,4,5,5,7,7,7,5,6,6,5,5,4,5,6,6,1,3,6,3.4,3,4.9
79234,23,Female,United States,3,2,2,5,1,3,4,5,2,1,4,2,4,NA,9,6,2,5,7,3,6,6,6,6,6,6,5,6,4,2,2.2,3.333333,5
79285,35,Female,United States,2,3,3,4,4,2,4,4,2,2,1,1,1,2,2,2,2,3,2,3,6,5,4,4,5,6,6,1,2,5,2.2,1,5
79567,60,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79684,33,Male,United States,3,3,2,3,4,2,4,4,3,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.333333,NA
79944,32,Male,United States,2,1,1,4,4,1,5,5,3,1,2,1,2,1,7,7,7,9,1,4,6,6,5,5,6,6,6,1,4,3,1.5,1.666667,4.8
80174,68,Male,United States,1,1,1,5,5,1,5,5,1,1,1,1,1,5,2,10,5,10,NA,1,1,1,5,6,6,6,6,6,2,2,1,1,6
80236,50,Female,United States,2,5,5,4,3,4,3,2,3,3,4,2,5,4,7,7,1,6,1,5,5,5,6,6,5,3,3,3,2,4,3.4,3.666667,NA
80252,56,Female,United States,2,2,3,4,3,1,4,4,2,1,3,3,3,2,5,7,7,8,2,5,6,5,5,5,5,5,5,1,2,2,2,3,2.9
80540,53,Female,United States,2,2,2,4,3,2,2,4,2,1,2,3,3,5,8,9,6,8,5,5,6,6,6,6,6,5,6,6,4,4,2.2,2.666667,5
81189,50,Female,United States,2,3,3,4,3,2,4,3,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.666667,NA
82148,44,Other/would rather not say,United States,3,3,3,4,3,2,3,4,3,2,2,3,3,1,2,4,4,5,NA,5,5,5,4,3,5,4,4,1,2,2,2.6,2.666667,5
82170,39,Male,United States,3,4,5,3,3,3,3,3,5,3,5,4,4,6,8,7,6,9,2,4,5,6,6,6,4,5,5,4,5,5,3.5,4.333333,4.9
82442,49,Male,United States,2,2,4,4,3,5,3,4,2,4,1,2,2,7,7,7,7,7,4,4,5,5,5,5,6,6,6,1,4,4,2.9,1.666667,5.7
83212,29,Male,United States,5,4,4,3,2,5,4,3,5,4,3,2,5,5,6,5,7,4,9,5,6,2,2,5,5,6,5,4,5,4,3.9,3.333333,5.1
83723,31,Male,United States,1,2,1,5,4,1,5,5,1,1,2,1,2,3,0,5,2,6,2,1,6,4,6,5,5,5,5,2,1,6,1.2,1.666667,5.9
83843,61,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84257,33,Male,United States,3,3,3,3,3,3,3,3,3,3,NA,3,3,5,6,3,5,5,2,4,4,4,4,4,NA,NA,NA,NA,NA,NA,3,3,NA
84498,31,Female,United States,4,4,4,3,3,3,3,3,3,4,3,3,4,7,7,5,8,1,6,5,4,3,6,5,5,5,6,5,3,5,3.4,3.333333,4
84621,34,Female,United States,3,4,3,4,2,3,4,3,3,3,5,4,4,0,1,1,3,5,0,6,5,5,5,5,5,5,5,3,3,3,3,4.333333,4.1
84671,36,Female,United States,4,3,5,4,4,3,2,3,5,4,4,3,3,0,1,1,0,5,NA,1,1,1,NA,NA,6,6,6,4,1,3,3.5,3.333333,4.3
84772,48,Female,United States,3,4,3,4,3,4,4,2,2,2,2,2,2,4,6,5,3,3,6,5,6,5,6,6,5,4,6,1,4,4,2.9,2,3.9
84841,60,Female,United States,3,3,4,2,4,3,3,2,3,3,2,1,5,6,6,7,9,8,8,6,6,6,6,6,1,2,1,2,2,2,3.2,2.666667,NA
85057,55,Female,United States,5,4,5,2,1,5,3,2,5,4,3,5,5,3,5,4,2,2,0,6,6,6,6,6,6,5,6,6,1,5,4.4,4.333333,NA
85084,62,Female,United States,4,3,4,4,3,3,3,3,3,3,4,3,4,2,1,4,1,2,0,6,6,5,4,3,6,6,6,6,3,5,3.1,3.666667,4.1
85226,70,Male,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85239,76,Female,United States,2,2,2,5,4,1,5,5,2,1,2,1,2,5,8,9,7,5,2,5,5,5,6,5,5,6,6,1,2,4,1.5,1.666667,5.7
85241,66,Female,United States,2,2,2,4,3,2,4,3,3,2,2,2,2,5,6,7,3,8,1,6,6,6,6,6,6,6,6,2,4,1,2.3,2,6
85276,34,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85332,25,Other/would rather not say,United States,4,5,5,2,2,3,1,4,4,2,3,3,4,0,0,5,3,8,0,4,6,6,6,6,2,6,5,5,2,2,3.8,3.333333,5.3
85351,25,Male,United States,3,2,3,4,5,2,4,4,3,3,2,2,2,4,6,7,3,8,3,4,5,5,6,6,5,4,5,2,4,5,2.3,2,NA
85361,42,Male,United States,3,3,3,5,3,2,3,3,5,3,3,3,3,3,1,5,6,8,1,6,6,6,6,6,6,6,5,1,1,3,2.9,3,5.9
85364,53,Female,United States,3,4,4,4,3,4,2,2,3,4,1,3,1,0,0,0,0,0,0,6,6,6,6,6,5,5,6,1,1,1,3.5,1.666667,5.7
85416,51,Female,United States,4,5,5,2,2,5,2,2,3,5,5,5,5,NA,NA,5,4,9,NA,6,5,6,5,6,5,5,4,4,2,2,4.3,5,3.6
85444,29,Male,United States,5,5,3,2,2,5,2,2,5,5,5,5,5,6,7,7,8,6,8,3,4,4,5,6,5,4,4,1,1,1,4.4,5,NA
85468,40,Female,United States,2,3,3,4,3,4,3,4,2,2,4,4,4,1,9,2,1,8,1,6,6,5,5,5,5,5,6,2,2,1,2.6,4,4.9
85480,61,Female,United States,2,1,2,5,4,2,4,4,2,2,1,1,1,8,8,8,9,1,9,4,5,4,5,5,5,6,6,1,5,4,1.8,1,5
85629,24,Male,United States,3,2,3,4,3,2,4,3,3,1,1,1,3,3,8,8,8,5,7,4,5,2,5,4,5,5,4,2,3,3,2.4,1.666667,5.1
85725,72,Female,United States,3,3,4,3,2,2,3,1,4,3,3,4,3,5,10,10,8,10,0,6,6,6,6,6,5,5,6,1,4,4,3.4,3.333333,NA
85743,54,Female,United States,3,3,4,2,3,3,3,3,4,3,4,3,3,2,3,0,3,8,0,6,6,6,6,6,6,6,6,1,2,4,3.3,3.333333,3.4
85791,33,Male,United States,3,3,3,3,3,3,5,3,1,3,5,2,4,8,8,8,5,NA,8,5,3,3,6,5,6,6,6,6,3,5,2.6,3.666667,3.4
85798,43,Female,United States,4,3,3,3,3,3,2,3,3,3,3,2,3,3,5,5,5,8,3,5,6,5,6,6,4,5,5,1,2,2,3.2,2.666667,NA
85822,56,Female,United States,4,5,5,2,2,5,3,1,3,5,3,2,3,1,2,5,2,9,0,5,5,6,6,6,4,5,5,2,5,2,4.3,2.666667,5.7
85839,53,Female,United States,3,3,4,3,3,4,3,3,3,3,3,2,3,3,3,5,4,7,2,4,3,4,4,5,5,5,6,5,4,4,3.2,2.666667,4.7
85860,44,Female,United States,3,2,3,4,3,2,3,4,3,2,4,3,4,5,8,5,7,6,3,5,5,5,5,5,4,5,5,2,4,2,2.5,3.666667,5
85877,27,Female,United States,3,3,4,3,2,2,3,3,1,3,2,2,2,5,0,6,2,6,6,4,6,2,5,4,5,2,3,3,3,2,2.9,2,3.6
85900,64,Female,United States,3,4,4,3,2,2,3,2,3,3,4,2,4,1,8,9,6,10,0,6,6,5,5,4,6,6,6,2,4,3,3.3,3.333333,3.4
85919,49,Male,United States,4,1,2,5,5,1,5,4,1,1,1,1,3,5,8,8,7,8,7,5,4,4,4,5,5,6,6,1,4,1,1.5,1.666667,5.5
85971,35,Female,United States,3,3,3,4,3,4,3,3,1,2,2,1,1,NA,NA,4,3,5,2,3,2,2,5,2,5,5,6,1,5,2,2.7,1.333333,NA
85984,51,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86028,59,Female,United States,3,3,4,4,4,2,4,4,2,2,3,3,3,6,6,6,5,7,3,6,1,5,5,6,6,6,5,1,5,5,2.4,3,4.6
86031,36,Female,United States,2,3,4,3,1,2,3,3,3,2,5,4,5,5,6,8,8,5,3,1,6,6,6,6,4,6,6,6,1,1,3,4.666667,NA
86049,56,Male,United States,1,1,2,5,4,1,4,5,1,1,3,2,3,4,5,7,3,6,2,6,5,5,5,5,5,5,6,3,3,2,1.3,2.666667,5
86053,67,Female,United States,2,2,3,5,4,1,5,5,2,1,1,1,2,6,8,10,6,9,5,6,6,6,6,6,6,6,5,4,3,1,1.6,1.333333,6
86075,33,Male,United States,3,2,2,5,4,2,5,3,2,2,2,1,2,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,1,6,2,1.666667,5
86096,58,Female,United States,2,2,3,2,3,3,4,4,2,2,3,2,2,8,7,8,8,2,9,5,5,5,5,6,5,5,5,4,5,4,2.5,2.333333,5
86108,39,Female,United States,3,3,5,5,3,4,4,3,4,5,3,1,4,2,6,3,3,6,0,6,5,6,6,6,6,5,5,1,3,4,3.3,2.666667,6
86128,28,Male,United States,4,2,5,4,2,1,2,1,3,2,3,2,3,6,7,6,2,NA,4,6,6,5,5,5,6,6,6,2,3,5,3.2,2.666667,4.7
86138,31,Male,United States,2,1,3,5,5,3,5,5,1,1,2,1,3,3,6,6,6,6,5,2,2,4,5,5,6,5,6,2,4,4,1.5,2,5.7
86152,23,Female,United States,3,3,4,4,3,3,4,3,3,3,2,1,2,3,7,7,2,4,0,4,6,4,4,3,6,5,6,2,5,3,2.9,1.666667,5.4
86184,22,Female,United States,4,5,5,2,1,5,2,1,5,5,3,3,4,0,1,5,0,3,0,5,5,5,6,6,5,6,5,2,1,1,4.7,3.333333,4.8
86214,37,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86219,48,Female,United States,1,1,4,4,2,1,4,3,3,2,2,3,3,7,6,9,5,7,4,5,6,6,6,6,5,4,4,3,4,4,2.3,2.666667,5.4
86236,65,Female,United States,3,3,3,3,3,2,2,3,2,1,1,3,1,5,6,5,6,6,5,6,6,6,6,5,5,5,5,1,4,4,2.7,1.666667,5.6
86250,34,Male,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
86254,53,Female,United States,3,NA,5,1,3,3,2,3,3,4,3,1,1,5,10,9,5,10,NA,5,NA,2,NA,2,5,1,6,5,NA,3,3.666667,1.666667,NA
86320,29,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86340,69,Male,United States,2,3,3,4,2,2,4,4,3,1,2,3,3,8,10,10,10,10,10,5,5,5,5,4,6,5,6,2,5,5,2.4,2.666667,5.6
86355,29,Male,United States,3,2,4,3,3,2,4,3,3,2,5,4,4,3,4,8,2,9,2,5,5,5,6,6,5,5,5,5,4,5,2.7,4.333333,NA
86364,36,Male,United States,1,1,1,5,4,1,5,4,1,1,1,1,1,6,7,6,6,2,8,3,3,3,4,4,6,5,5,3,3,5,1.2,1,5.2
86365,23,Male,United States,1,1,2,1,5,1,5,3,1,1,1,1,1,6,6,7,4,7,2,5,6,6,6,6,5,2,6,1,3,1,1.7,1,5.2
86402,45,Female,United States,3,3,4,4,3,2,3,2,4,3,2,2,4,0,4,6,7,9,0,5,5,5,6,6,5,5,5,2,2,2,3.1,2.666667,5.2
86403,44,Female,United States,3,3,3,4,4,2,3,3,3,2,4,3,4,7,8,8,7,6,8,4,4,4,5,6,5,6,6,2,5,2,2.6,3.666667,5.5
86415,60,Male,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86427,53,Female,United States,3,4,4,3,3,4,3,2,3,3,2,2,2,4,9,9,7,4,2,5,6,5,5,5,5,5,5,1,3,2,3.4,2,NA
86435,56,Female,United States,4,3,4,3,1,2,2,2,4,3,5,4,5,5,5,5,5,5,3,2,NA,5,5,5,5,3,4,2,2,2,3.6,4.666667,3.8
86437,51,Female,United States,3,3,3,4,4,1,5,3,2,3,2,1,4,5,9,7,8,8,8,5,5,5,5,5,6,5,4,6,5,4,2.3,2.333333,NA
86484,61,Male,United States,1,4,4,3,2,3,3,1,1,2,2,1,4,0,6,5,0,7,0,5,5,5,6,5,5,5,5,1,4,1,3,2.333333,4.3
86493,38,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86566,33,Female,United States,3,3,5,4,2,2,3,2,4,2,5,5,5,4,7,7,6,6,6,2,6,5,5,5,6,5,5,6,5,3,3.2,5,5.2
86579,34,Female,United States,3,2,4,5,3,1,4,3,1,3,1,1,1,2,8,2,4,5,2,6,6,6,6,6,5,5,5,2,5,2,2.3,1,NA
