,Dem_age,Dem_gender,Country,Scale_PSS10_UCLA_1,Scale_PSS10_UCLA_2,Scale_PSS10_UCLA_3,Scale_PSS10_UCLA_4,Scale_PSS10_UCLA_5,Scale_PSS10_UCLA_6,Scale_PSS10_UCLA_7,Scale_PSS10_UCLA_8,Scale_PSS10_UCLA_9,Scale_PSS10_UCLA_10,Scale_Lon_1,Scale_Lon_2,Scale_Lon_3,OECD_insititutions_1,OECD_insititutions_2,OECD_insititutions_3,OECD_insititutions_4,OECD_insititutions_5,OECD_insititutions_6,Corona_concerns_1,Corona_concerns_2,Corona_concerns_3,Corona_concerns_4,Corona_concerns_5,Compliance_1,Compliance_2,Compliance_3,Compliance_4,Compliance_5,Compliance_6,PSS10_avg,Lon_avg,SPS_avg
38173,31,Other/would rather not say,United States,1,2,2,4,1,2,4,1,4,1,1,1,3,NA,NA,NA,NA,NA,NA,1,6,6,4,6,3,4,5,1,1,6,2.6,1.666667,NA
38180,33,Female,United States,3,2,3,4,4,2,4,3,3,2,2,2,3,7,8,8,9,9,4,5,5,5,6,6,5,6,6,1,4,4,2.4,2.333333,5.7
38197,28,Female,United States,4,3,4,3,3,3,3,3,4,3,4,2,5,5,5,5,6,8,5,5,5,5,6,6,5,5,5,4,1,3,3.3,3.666667,4.9
38204,54,Female,United States,4,4,5,4,3,3,3,3,3,3,2,3,3,6,9,10,8,10,3,5,6,6,5,5,6,6,6,1,4,4,3.3,2.666667,5.8
38209,28,Female,United States,4,5,5,4,1,5,3,2,4,3,3,4,5,4,2,7,7,7,0,6,6,6,6,6,5,4,4,3,2,4,4,4,5.8
38216,38,Female,United States,4,4,4,2,2,4,2,2,4,4,4,3,4,3,6,6,7,7,3,2,2,2,5,5,4,4,3,3,4,1,4,3.666667,3.8
38222,66,Female,United States,4,4,5,3,3,4,3,3,3,4,2,2,3,1,6,5,5,5,2,5,6,5,5,5,5,5,5,2,2,3,3.6,2.333333,5.3
38225,59,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38254,28,Other/would rather not say,United States,3,4,3,4,4,2,3,4,3,2,1,3,1,NA,NA,0,NA,5,NA,4,5,4,6,6,5,5,5,2,3,5,2.6,1.666667,NA
38269,27,Female,United States,3,4,4,3,3,3,3,3,3,3,4,4,4,6,8,8,7,8,6,5,5,4,5,5,4,5,5,3,2,3,3.2,4,4.1
38280,28,Other/would rather not say,United States,4,4,5,4,3,4,3,1,4,4,5,5,5,1,NA,NA,NA,2,NA,2,6,5,5,6,5,4,5,2,1,4,3.8,5,5.8
38288,32,Female,United States,5,3,4,3,3,1,2,5,4,3,3,1,4,9,10,8,8,8,10,5,3,2,2,2,6,6,6,1,2,5,3.1,2.666667,5.2
38326,27,Female,United States,4,4,5,3,2,5,3,2,3,3,4,3,4,6,4,8,9,9,5,4,5,5,5,5,5,5,5,6,4,5,3.8,3.666667,5.9
38331,29,Male,United States,3,3,3,3,2,2,3,3,3,2,4,3,4,6,4,5,8,7,8,4,5,4,5,5,5,6,5,3,4,3,2.9,3.666667,4.8
38340,23,Female,United States,4,3,5,3,2,5,3,2,4,4,4,4,4,4,6,5,5,9,3,4,5,5,5,5,5,3,3,4,2,4,3.9,4,4.3
38344,41,Male,United States,3,3,5,3,3,3,4,3,4,4,4,4,3,3,7,3,6,7,3,4,4,4,5,5,5,4,4,3,3,2,3.3,3.666667,3.5
38394,29,Female,United States,2,3,3,4,4,2,5,3,3,1,2,1,2,8,9,7,5,7,6,2,6,4,6,5,6,6,6,1,4,5,2.2,1.666667,5.8
38398,31,Male,United States,3,2,3,5,3,2,4,3,3,2,2,3,2,8,8,8,2,1,1,6,6,6,5,4,6,6,6,1,2,4,2.4,2.333333,5.3
38416,32,Female,United States,2,3,3,5,3,1,5,4,3,2,2,3,3,5,7,6,3,4,1,4,5,5,5,6,6,6,6,2,5,4,2.1,2.666667,5.4
38456,58,Male,United States,4,4,3,4,4,5,4,3,1,5,3,5,4,8,9,8,8,8,10,5,5,5,5,5,5,5,5,4,5,4,3.1,4,4.6
38462,60,Female,United States,3,4,4,3,3,3,3,3,3,3,3,2,4,5,7,7,9,8,5,5,6,5,5,4,5,5,5,2,4,4,3.2,3,4.5
38481,64,Female,United States,3,2,4,4,2,4,3,3,2,2,5,4,5,10,10,10,4,9,8,5,5,5,5,5,5,5,5,5,5,1,2.9,4.666667,5.3
38523,57,Female,United States,3,3,3,4,3,2,4,4,2,2,3,3,3,0,5,7,0,8,0,5,6,6,6,6,6,6,6,1,2,5,2.4,3,5
38529,45,Female,United States,1,1,2,2,2,1,2,2,2,2,3,1,1,8,7,5,8,1,7,6,6,4,2,4,5,4,4,1,4,6,2.5,1.666667,4.2
38547,62,Female,United States,3,2,3,4,3,2,3,3,2,2,3,3,4,6,7,9,7,7,3,4,4,4,5,4,5,5,5,1,4,4,2.5,3.333333,5.9
38651,27,Female,United States,3,4,4,4,3,3,3,3,5,3,1,3,2,5,6,6,6,9,1,4,5,4,6,6,6,5,4,4,2,3,3.3,2,6
38828,34,Female,United States,2,2,2,3,3,2,3,3,2,3,1,1,1,5,5,5,5,0,0,3,6,5,4,4,3,5,5,2,3,4,2.5,1,4.3
38837,44,Female,United States,1,2,3,4,4,1,4,3,1,1,1,1,3,6,7,8,9,3,8,4,4,4,5,5,6,5,5,2,4,2,1.8,1.666667,5.666667
38856,66,Female,United States,3,3,2,5,3,1,5,4,3,2,2,2,3,5,6,8,5,7,4,2,3,3,5,5,5,5,5,2,3,4,2.1,2.333333,5.111111
38907,30,Female,United States,4,4,5,4,2,5,3,2,4,5,5,2,5,1,1,5,1,6,1,2,5,5,6,6,5,5,6,6,2,2,4,4,5
38919,55,Female,United States,3,3,3,4,2,2,4,2,4,2,4,4,3,1,6,6,1,8,0,5,5,5,6,6,5,5,5,2,2,2,2.9,3.666667,5.7
38923,61,Female,United States,2,2,2,4,3,2,4,4,2,2,2,2,2,6,7,9,7,9,9,6,6,6,6,6,5,5,6,1,3,2,2.1,2,4.7
38957,56,Female,United States,3,4,5,3,2,3,3,2,4,3,3,4,5,0,2,1,3,1,2,4,3,3,3,3,5,5,6,3,2,2,3.6,4,5.3
39003,65,Female,United States,1,2,3,4,4,1,4,5,2,2,1,1,2,1,7,6,3,9,NA,5,6,6,6,6,5,6,5,1,1,1,1.8,1.333333,5.4
39051,55,Female,United States,3,2,5,4,3,1,4,3,5,2,1,1,3,3,9,9,7,10,0,4,4,6,6,6,6,6,6,2,4,4,2.8,1.666667,6
39162,58,Female,United States,3,3,3,5,4,2,4,4,3,2,2,2,2,4,4,7,4,1,0,6,6,6,5,5,5,6,5,1,3,5,2.3,2,5
39251,50,Female,United States,1,5,2,5,3,1,5,4,2,1,2,1,3,5,7,9,6,8,3,5,6,6,6,6,6,6,5,2,2,5,1.9,2,5
39270,32,Female,United States,4,2,4,3,3,2,3,2,3,3,2,2,4,6,6,5,7,9,7,5,6,5,5,4,5,2,3,3,3,4,3.1,2.666667,5
39294,21,Female,United States,4,2,3,5,3,2,3,2,5,2,3,3,4,3,4,3,6,6,2,4,5,5,6,5,6,5,4,3,6,6,2.9,3.333333,NA
39308,61,Female,United States,2,1,3,4,4,2,4,4,1,2,1,2,1,5,9,10,8,10,1,5,5,5,6,6,6,6,6,2,5,5,1.9,1.333333,NA
39314,61,Female,United States,1,4,3,4,4,3,4,3,2,3,5,2,5,7,9,9,8,9,5,5,5,5,5,5,6,5,6,4,4,4,2.5,4,NA
39347,50,Female,United States,2,4,2,3,4,2,4,2,2,3,3,4,4,1,3,2,1,8,1,6,6,6,6,6,5,6,6,1,3,4,2.6,3.666667,5.7
39361,65,Male,United States,2,2,2,2,3,1,4,4,1,2,3,1,2,5,7,5,8,4,8,3,3,3,1,4,6,6,5,1,5,1,2.1,2,NA
39388,45,Female,United States,3,3,2,5,4,2,4,4,1,1,1,1,3,7,8,8,8,8,7,4,6,5,5,5,6,5,5,2,4,5,1.9,1.666667,5.6
39452,56,Female,United States,3,2,3,3,3,1,5,2,1,4,1,1,4,5,8,8,6,6,8,5,5,5,4,4,5,5,4,6,5,5,2.5,2,NA
39486,55,Female,United States,3,4,2,5,2,2,5,3,2,2,4,3,5,6,7,6,7,7,7,5,5,5,5,5,5,6,5,2,3,4,2.4,4,3.6
39531,62,Female,United States,3,4,5,3,3,4,4,3,1,5,5,5,5,2,9,7,8,9,4,5,5,5,5,5,5,6,5,1,3,2,3.3,5,1.9
39548,63,Female,United States,2,5,2,5,4,1,4,4,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.666667,NA
39558,24,Female,United States,2,4,3,4,2,3,2,3,3,3,5,4,5,3,5,5,5,8,6,4,4,5,4,3,5,5,4,3,2,4,3.1,4.666667,5
39563,37,Female,United States,3,5,4,4,2,2,4,2,3,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,3.666667,NA
39571,24,Female,United States,3,3,3,4,3,1,5,3,3,3,1,1,3,8,10,10,10,10,7,4,5,4,5,5,5,5,5,2,5,3,2.5,1.666667,5
39592,40,Female,United States,3,3,2,4,4,2,4,4,1,1,3,2,3,2,1,5,3,3,0,4,5,5,6,6,4,5,6,2,3,4,2,2.666667,5
39600,52,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39605,48,Female,United States,1,1,1,5,5,NA,5,4,1,1,1,1,2,7,7,7,7,7,7,6,6,6,6,6,5,5,5,1,2,1,1.111111,1.333333,5.8
39614,74,Female,United States,2,2,2,4,4,2,4,4,2,2,2,2,2,9,10,10,9,1,9,3,3,3,4,4,5,5,5,2,5,5,2,2,NA
39622,20,Female,United States,4,4,4,3,3,4,3,2,3,4,4,3,4,5,4,5,4,5,4,5,6,4,6,6,6,6,6,6,6,6,3.6,3.666667,3.8
39629,53,Female,United States,4,2,5,4,2,3,5,4,4,2,5,4,4,6,6,7,7,8,3,5,6,6,6,6,5,5,5,3,5,1,2.9,4.333333,5.8
39642,46,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39679,45,Male,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39685,68,Female,United States,3,3,3,4,3,3,3,3,4,3,2,2,2,1,5,5,2,7,0,6,5,6,5,NA,6,6,6,2,2,4,3,2,5.4
39688,49,Female,United States,NA,1,2,2,3,2,4,4,3,2,2,2,2,0,6,6,0,7,0,2,4,3,4,4,4,4,5,4,3,4,2.333333,2,NA
39720,27,Male,United States,2,2,5,5,2,5,5,2,5,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,4,NA
39742,49,Female,United States,2,5,3,5,4,1,5,4,1,1,1,1,1,5,5,7,4,9,1,5,5,5,6,6,5,4,6,1,2,5,1.9,1,6
39767,55,Female,United States,4,3,5,4,2,2,3,3,3,3,1,2,4,0,5,9,2,10,0,6,6,6,6,6,6,6,6,2,5,6,3.2,2.333333,5.1
39813,59,Female,United States,1,1,2,5,4,1,5,5,2,1,1,3,2,7,7,7,4,7,4,4,4,4,5,6,6,6,6,2,4,4,1.3,2,5.9
39814,56,Female,United States,4,2,4,4,2,1,2,3,3,2,4,2,4,3,7,9,7,10,1,3,4,3,5,5,6,6,6,1,3,2,2.9,3.333333,4
39835,48,Female,United States,3,3,5,4,3,2,3,2,5,3,1,2,2,1,3,4,5,6,1,5,6,6,6,6,5,5,6,2,3,6,3.3,1.666667,6
39839,64,Female,United States,3,2,2,5,4,1,4,4,3,1,1,1,1,5,8,9,2,7,1,5,6,6,6,6,5,5,6,1,2,4,1.9,1,NA
39847,41,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39856,67,Male,United States,2,1,2,5,4,1,5,5,3,1,1,2,3,0,6,10,8,7,1,6,6,6,5,5,5,6,6,1,5,1,1.5,2,5.2
39876,58,Female,United States,NA,NA,3,4,3,3,NA,NA,3,NA,4,2,4,4,6,8,8,4,NA,6,6,NA,6,6,5,6,6,2,4,3,2.8,3.333333,6
39918,49,Female,United States,4,4,5,3,2,4,3,2,4,4,4,2,2,2,3,5,1,5,NA,5,6,5,6,6,6,6,6,4,3,4,3.9,2.666667,5.6
39960,50,Female,United States,4,4,4,3,3,4,3,3,4,4,3,2,3,2,7,7,7,9,1,6,6,5,5,5,4,5,5,3,3,4,3.6,2.666667,4.6
39970,49,Female,United States,3,2,3,4,3,2,3,3,3,2,2,2,2,3,3,5,5,6,2,2,5,3,6,6,5,5,5,3,4,4,2.6,2,4.9
39974,52,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39975,49,Male,United States,2,3,3,5,4,1,5,5,1,1,3,1,3,3,8,8,8,9,1,1,3,3,5,5,5,4,4,2,4,3,1.6,2.333333,5.9
39992,41,Male,United States,2,4,2,5,2,2,5,4,2,2,2,3,3,4,7,7,5,7,2,3,4,3,4,5,5,5,4,2,3,4,2.2,2.666667,4.9
39996,57,Female,United States,3,3,4,4,2,3,3,3,3,3,5,5,5,3,6,6,7,7,5,5,6,6,5,4,5,4,4,3,2,2,3.1,5,4.7
40024,27,Female,United States,5,5,5,4,2,4,2,2,4,4,2,5,4,8,7,7,9,0,9,5,4,4,5,5,6,6,6,6,6,5,4.1,3.666667,NA
40072,50,Female,United States,3,3,5,3,3,3,4,3,4,2,1,1,2,2,3,4,2,3,1,6,6,6,6,6,5,5,6,4,2,2,3.1,1.333333,5
40161,51,Female,United States,1,1,3,5,5,3,4,5,4,3,1,1,2,1,3,3,3,9,1,4,4,5,6,6,6,6,6,1,2,4,2,1.333333,5.8
40172,36,Female,United States,3,3,4,4,1,2,3,3,5,3,2,2,2,0,0,2,1,5,0,3,6,6,6,6,5,5,5,1,3,6,3.3,2,3.4
40188,46,Male,United States,3,2,3,4,4,2,4,4,3,3,3,3,3,3,3,3,1,5,2,4,4,4,5,5,5,5,5,2,3,1,2.4,3,4.2
40201,36,Male,United States,3,3,3,4,3,1,3,3,1,1,3,1,4,6,8,10,10,10,6,6,5,4,6,6,6,6,6,2,5,4,2.3,2.666667,5.5
40213,36,Female,United States,2,2,3,4,3,2,4,4,2,2,2,2,3,3,5,6,6,10,4,5,6,6,6,6,5,6,6,2,5,4,2.2,2.333333,6
40238,70,Female,United States,2,3,3,4,3,2,4,4,3,2,1,3,3,5,5,5,5,8,8,1,1,1,1,1,1,1,5,4,1,3,2.4,2.333333,5.5
40252,59,Female,United States,4,4,5,4,3,1,4,4,3,3,4,5,4,1,7,8,8,10,1,6,6,6,6,6,6,5,5,4,4,1,2.9,4.333333,4.9
40268,72,Female,United States,3,3,4,3,3,2,3,4,4,3,4,3,5,0,5,0,5,8,NA,6,6,6,6,6,6,5,6,6,4,6,3,4,3.5
40289,48,Male,United States,3,3,4,3,2,3,3,2,4,2,2,3,3,4,7,8,4,7,3,3,4,4,5,4,6,3,4,4,2,3,3.3,2.666667,4
40296,60,Female,United States,2,2,2,3,3,2,4,3,2,2,1,2,3,8,8,9,9,10,7,5,5,5,6,6,6,6,6,1,5,2,2.3,2,6
40544,35,Female,United States,1,2,1,4,4,2,4,4,2,1,1,1,1,7,7,7,8,8,8,5,5,5,4,4,6,6,6,2,5,6,1.7,1,5.1
40615,20,Female,United States,2,2,3,4,4,3,4,4,1,2,1,1,1,2,2,2,0,1,1,4,5,5,6,6,4,4,4,4,1,4,2.1,1,5.4
40665,68,Female,United States,2,4,1,4,2,1,2,3,1,1,1,NA,4,2,5,8,8,6,0,2,4,4,5,5,1,5,6,3,1,1,2.3,2.5,4.4
40683,81,Male,United States,3,3,1,5,4,1,5,5,1,1,2,1,2,3,10,8,0,10,NA,6,6,6,6,6,5,6,6,2,5,5,1.5,1.666667,6
40867,37,Female,United States,2,2,3,3,2,3,2,3,1,3,3,1,2,5,5,5,2,1,3,4,4,4,6,5,5,6,6,2,4,6,2.8,2,3.1
40938,58,Female,United States,2,4,4,3,2,3,3,2,3,2,4,3,4,1,5,7,8,8,1,5,5,5,6,6,5,6,6,2,4,2,3.2,3.666667,4.8
40980,52,Female,United States,3,2,3,5,4,2,4,4,3,1,2,2,2,1,5,1,0,6,1,4,5,5,5,5,5,5,5,2,5,2,2.1,2,5.4
41021,34,Female,United States,5,4,5,3,3,4,4,3,5,3,5,3,5,1,0,5,0,5,0,5,6,5,6,6,5,5,6,6,4,4,3.7,4.333333,5.1
41049,34,Female,United States,3,4,4,3,3,2,4,4,4,2,2,1,2,2,2,4,5,7,1,4,6,5,5,5,6,6,6,1,2,5,2.9,1.666667,5.2
41237,36,Female,United States,3,5,5,3,3,1,4,3,4,2,4,4,5,3,1,5,1,7,2,5,6,5,6,6,6,5,6,1,2,4,3.1,4.333333,5.7
41372,39,Female,United States,1,2,2,4,4,2,5,4,2,1,1,2,1,5,10,8,8,10,7,4,5,5,6,6,5,5,5,1,2,2,1.7,1.333333,3
41497,35,Female,United States,3,4,3,3,2,3,4,3,3,3,4,3,3,5,10,10,10,10,5,5,5,5,5,5,5,4,4,2,2,2,3.1,3.333333,NA
41780,22,Female,United States,3,5,5,3,1,4,3,2,5,4,5,3,5,1,9,5,9,2,1,6,6,5,5,5,5,6,6,2,1,5,4.1,4.333333,4.7
41809,28,Female,United States,3,4,4,3,3,3,3,3,3,4,4,4,5,3,6,6,3,4,3,4,5,6,5,5,5,5,5,3,4,5,3.3,4.333333,5.2
41865,61,Female,United States,4,3,4,2,3,3,3,3,4,3,2,3,3,6,7,9,4,9,4,6,6,6,6,6,4,6,5,1,2,4,3.4,2.666667,NA
41919,42,Male,United States,2,3,5,3,4,2,4,2,2,2,5,3,5,4,3,4,5,9,3,4,4,5,6,6,5,5,5,6,4,5,2.7,4.333333,5.9
42009,30,Male,United States,1,1,2,5,5,2,5,4,3,1,1,1,2,0,1,1,4,1,4,6,4,4,1,4,6,6,6,6,4,5,1.5,1.333333,6
42441,39,Female,United States,3,4,4,3,3,2,3,3,2,2,1,4,3,3,4,4,2,2,4,6,6,5,4,4,5,6,5,3,3,2,2.9,2.666667,5.9
42477,38,Female,United States,4,3,5,4,3,2,2,3,3,2,1,2,2,5,4,5,5,6,3,6,6,6,6,6,5,6,6,3,2,3,3.1,1.666667,4.8
42597,59,Female,United States,5,5,5,1,1,5,1,1,5,5,5,5,5,2,1,0,4,5,7,6,6,6,6,5,6,5,6,6,2,2,5,5,4.7
42745,40,Female,United States,3,1,3,5,3,2,4,3,3,2,2,1,2,8,10,8,4,5,6,5,6,6,6,6,5,5,6,4,3,5,2.3,1.666667,5.6
43037,70,Female,United States,3,4,4,4,2,3,3,3,3,3,4,3,4,6,8,6,6,7,6,6,6,5,5,5,5,5,6,5,4,5,3.2,3.666667,4.7
43350,59,Female,United States,2,2,5,4,3,2,4,4,2,1,2,2,3,5,8,9,5,9,5,6,5,6,6,6,6,6,6,4,2,4,2.3,2.333333,5.5
44095,24,Female,United States,3,3,5,4,3,3,3,2,1,4,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,1.666667,NA
44382,34,Male,United States,2,2,4,5,4,3,4,4,3,2,1,2,5,10,10,10,4,8,10,6,6,5,6,5,5,6,6,2,4,2,2.3,2.666667,6
44516,56,Male,United States,2,1,2,4,4,2,5,3,1,2,2,2,2,0,9,9,8,9,10,6,6,6,6,6,6,6,6,2,6,2,1.8,2,5.3
44541,63,Female,United States,2,3,2,4,4,2,2,4,2,1,5,2,4,5,7,8,8,9,1,6,6,6,6,6,6,6,6,2,1,1,2.2,3.666667,4
44727,37,Female,United States,4,5,4,2,2,4,2,2,4,3,1,1,4,5,5,5,3,0,3,6,6,6,NA,6,5,4,5,2,2,6,4,2,4.1
44734,64,Female,United States,2,2,3,4,3,2,3,4,2,1,4,3,4,3,8,6,9,8,4,4,4,4,6,6,5,5,6,2,4,3,2.2,3.666667,4.6
44925,40,Female,United States,2,1,3,4,3,1,4,4,2,2,1,1,3,7,7,7,8,10,8,5,5,5,6,6,6,6,6,1,5,1,2,1.666667,5.5
45101,39,Female,United States,5,5,5,5,1,5,1,1,5,5,4,5,5,5,6,6,2,10,4,5,5,5,5,5,6,6,6,5,2,5,4.6,4.666667,6
45362,61,Female,United States,3,2,3,4,4,3,4,4,3,3,2,3,2,5,7,9,8,8,5,5,5,5,5,5,5,5,5,2,3,4,2.5,2.333333,5
45374,40,Female,United States,3,3,3,4,4,4,4,4,3,2,2,2,2,5,8,8,6,10,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,2.6,2,NA
45379,39,Male,United States,1,5,2,5,3,2,5,4,1,2,1,1,1,2,2,7,2,6,1,3,4,3,5,5,5,6,6,2,5,2,2,1,5.6
45464,58,Female,United States,2,1,3,4,4,1,5,3,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA
45517,57,Female,United States,2,3,2,5,3,1,5,4,3,1,1,2,3,3,8,10,5,10,0,5,6,6,6,6,5,5,5,2,4,3,1.9,2,6
45551,48,Female,United States,4,4,3,5,3,2,4,4,1,2,5,5,5,0,2,4,1,8,0,6,4,6,6,6,6,6,6,2,3,4,2.4,5,3.8
45636,48,Female,United States,4,4,4,4,3,3,3,3,4,3,3,3,4,0,6,8,4,8,0,6,6,6,6,6,5,5,5,2,4,4,3.3,3.333333,4.7
45795,61,Female,United States,1,1,2,5,1,1,1,5,1,1,1,1,1,1,9,9,5,10,1,6,6,6,6,6,6,6,6,2,4,1,1.9,1,6
45796,54,Female,United States,3,2,3,4,4,2,4,5,3,2,3,1,3,1,6,6,4,10,1,6,6,6,6,6,5,5,6,2,2,5,2.2,2.333333,4.4
45967,55,Female,United States,3,2,3,4,4,2,5,4,3,2,3,1,3,7,10,7,7,10,7,5,2,4,2,2,6,6,6,1,2,6,2.2,2.333333,5.6
45984,40,Female,United States,3,3,4,3,2,2,4,3,3,2,3,4,4,9,9,9,7,10,9,5,5,5,5,5,6,6,6,1,4,5,2.9,3.666667,5.3
45996,52,Female,United States,4,4,4,4,2,3,3,3,4,3,1,3,3,6,8,8,6,8,6,6,6,6,6,6,5,5,6,4,5,4,3.4,2.333333,5.9
46641,53,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46668,55,Female,United States,3,4,5,3,3,3,3,3,3,4,3,3,2,4,5,5,2,4,1,6,6,6,6,6,5,6,6,2,5,1,3.4,2.666667,6
47419,22,Female,United States,3,4,3,3,2,2,3,2,3,2,5,4,5,1,1,1,1,2,1,6,6,6,4,5,3,4,3,3,3,5,3.1,4.666667,4.3
47545,26,Female,United States,3,3,4,3,2,4,4,2,3,4,4,4,5,3,6,7,7,8,2,5,5,5,5,6,5,5,5,4,3,3,3.4,4.333333,NA
47739,26,Female,United States,2,3,5,3,2,3,3,2,3,3,3,1,3,3,8,7,10,10,0,5,5,5,6,5,6,6,6,1,3,3,3.3,2.333333,5.4
47860,20,Female,United States,3,3,3,3,4,3,2,3,3,3,2,2,2,4,5,5,7,8,8,6,5,5,6,6,6,6,5,5,3,6,3,2,5
48313,67,Female,United States,4,2,2,5,4,1,5,5,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1,NA
48317,37,Female,United States,2,2,3,3,3,2,5,4,1,1,1,1,1,5,5,7,1,1,3,6,6,6,6,6,5,6,6,1,2,5,2,1,4.3
48379,28,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48403,58,Female,United States,1,4,1,5,3,4,5,2,2,2,1,1,1,0,9,10,8,10,2,6,6,6,6,6,6,5,5,1,6,2,2.3,1,NA
48445,43,Male,United States,3,3,4,5,2,2,4,3,3,2,3,1,3,7,7,7,5,4,3,5,6,5,6,6,3,6,6,2,4,4,2.7,2.333333,4.9
48619,61,Male,United States,3,4,1,5,3,1,5,3,4,3,1,3,3,3,4,9,2,9,2,6,6,6,6,6,6,6,6,1,3,1,2.4,2.333333,6
48651,50,Female,United States,3,3,5,4,3,4,4,2,1,3,2,4,5,6,10,10,9,10,2,6,6,6,6,6,6,6,6,4,3,3,3,3.666667,5.1
48741,20,Female,United States,5,5,5,1,3,5,4,2,4,4,3,5,5,2,7,5,8,10,5,5,6,4,6,6,6,6,6,2,2,2,4.2,4.333333,2.8
49019,50,Female,United States,3,3,5,4,3,2,4,3,5,2,1,1,2,5,3,4,3,8,2,6,5,6,6,6,5,6,6,2,2,4,3,1.333333,5.5
49147,55,Male,United States,3,4,3,3,3,3,4,3,2,3,3,3,4,3,4,5,5,1,2,5,5,4,3,3,5,5,5,2,5,4,2.9,3.333333,3
49156,31,Female,United States,3,2,3,5,3,1,4,4,1,1,1,1,1,4,5,4,2,0,4,1,5,5,5,6,6,6,6,1,2,5,1.9,1,5.8
49160,43,Female,United States,3,2,4,4,3,3,4,4,2,3,NA,3,3,4,7,7,3,4,3,5,6,5,6,6,5,6,6,1,3,2,2.6,3,4.8
49243,38,Female,United States,2,3,4,4,3,5,4,4,3,1,3,3,4,2,6,5,2,9,1,4,6,5,6,6,6,6,6,2,5,4,2.7,3.333333,5
49310,38,Male,United States,1,1,3,5,4,1,5,5,1,1,1,1,1,7,1,3,7,0,7,5,5,5,5,2,6,6,6,1,1,6,1.3,1,4.4
49311,23,Female,United States,3,3,3,3,2,3,3,2,3,3,4,3,4,4,4,4,6,7,3,4,6,5,6,6,5,5,5,5,3,4,3.2,3.666667,5
49322,40,Male,United States,4,3,5,4,3,2,3,3,3,3,3,3,3,NA,4,4,NA,8,NA,4,6,6,6,6,6,6,6,1,1,4,3.1,3,5.8
49356,34,Male,United States,2,4,4,4,3,2,4,5,3,2,2,2,4,2,1,2,3,2,1,6,5,3,3,3,5,5,5,2,1,5,2.5,2.666667,3.5
49391,43,Female,United States,3,3,3,4,3,3,3,3,3,3,1,1,3,NA,NA,NA,3,3,0,5,5,5,5,5,5,5,5,4,4,2,2.9,1.666667,NA
49397,65,Female,United States,2,3,2,4,3,2,4,3,2,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.666667,NA
49422,44,Female,United States,2,1,2,5,5,1,5,2,1,1,1,2,2,5,2,5,5,6,3,5,6,6,6,6,6,6,5,1,2,5,1.5,1.666667,5.9
49452,45,Female,United States,3,3,4,4,3,4,4,3,2,3,4,3,4,3,7,8,5,10,3,4,5,4,6,5,6,5,5,1,4,2,2.9,3.666667,4.3
